Address,FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Unique Received From Addresses,min value received,max value received ,avg val received,min val sent,avg val sent,total transactions (including tnx to create contract,total ether received,total ether balance
0x9736b5344e12be486e344bff3087922f90b18e3a,1,69079.97,651.2,76894.4,12,0.00481845,3.0,1.0847536133333333,13.0169,13.0169,13,13.01704336,0.00014336
0x2121670ce3b1e5b90b423cc44fe34a4e1fe0cf13,1,567841.78,0.0,567841.78,1,0.01199976,0.01199976,0.01199976,0.00954276,0.00954276,2,0.01199976,0.002457
0x0d5d6005fca3d29a3c494863fecc6b0359786e30,1,46417.44,0.0,557009.3,1,0.005892,0.005892,0.005892,0.0,1.0806833333333332,13,0.005892,-12.962308
0x91e159d55e1a1f551306194bb0182ad5c2ff3389,1,268.8,336.1,2621.53,7,0.5,0.6,0.5285714285714286,0.0,0.0,8,3.7,3.7
0xbd1c7f0bbaee63016fd2088d183eac63e23a3bb1,1,5318.57,405.32,12258.42,4,0.0,5.0,1.266429457445709,0.0639958297828359,2.531997914891418,6,5.065717829782836,0.001722
0x1b3b93a9b0a43e33da2726a3f41caa71e0ced5d3,1,4400.85,4507.94,17924.68,3,0.5,0.51,0.5066666666666667,1.51979,1.51979,4,1.52,0.00021
0x94ad5c97933753e649feab92b9a4ac660f2a5e05,1,326.3,3567.68,14597.02,4,0.51,1.000042,0.8775105,3.510021,3.510021,5,3.510042,2.1e-05
0x9f405a998dd00932da103ed53c07e4d21b4419b3,1,22512.27,824.19,29930.0,8,0.001,5.0,1.1596055166666668,10.43623965,10.43623965,10,10.43644965,0.00021
0xdcbb7fdb47112d85de6ae2936d0542c9503da58c,1,21522.32,2440.73,36166.7,6,0.006215582,100.99,17.314127520333333,103.883904122,103.883904122,7,103.884765122,0.000861
0x9b4a4704f8a8e26117f8fd2b0fb1a7479aef95b1,1,36921.7,1875.2,53798.47,9,0.115359648686285,6.0,2.3360913409651425,21.024633068686285,21.024633068686285,10,21.024822068686284,0.000189
0x986867aefcc55f1bd95f3b4ded189eb96c36ad39,1,3.22,0.0,3.22,1,0.01,0.01,0.01,0.009916,0.009916,2,0.01,8.4e-05
0xd4b0ee0176c230693569dd759a8a3cc865079d1a,1,44383.92,232.5,45081.42,3,0.69,6.0,3.96776739,11.90324547,11.90324547,4,11.90330217,5.67e-05
0x9dd2d51a38bf69f9f91499fc0ab019e7816dfbfc,1,39420.73,3156.29,55202.17,5,0.20656036,3.99,1.335912598,6.67946849,6.67946849,6,6.67956299,9.45e-05
0x70d2aa8459fb92b862e7806ef474a9ecaae6c176,1,10880.71,24185.34,1067656.15,23,0.0001,2.0,0.2812848830299259,0.0,0.1583321231525328,70,6.469552309688296,-0.972057478480747
0x3ddbe3a3c7a320612688352effb5ddc0bbf7b5ac,1,46517.12,23.96,46636.9,5,0.049811,0.6998299,0.432700014,2.16344337,2.16344337,6,2.16350007,5.67e-05
0x770056dd0c34f3f33f5bb55f2fb4f2199c41ed8a,1,23535.2,718.93,54259.67,8,0.002,0.72444082,0.2937563173248987,0.04,1.4687374866244938,12,2.9375631732489875,8.82e-05
0x1a8aee5d4a8ccea3fb1bf87f75d7b2c1c9bf1f53,1,2162.54,7397.52,44727.83,4,0.03129838,1.9,0.985324595,0.0,0.5584380871428571,11,3.94129838,0.03223177
0x419bb81f26a32f4f7fe08a72a700e446aed47ce6,1,14399.8,231.08,59216.75,7,0.0014208488,38.0,6.365291106294424,0.5564182440609698,11.139104561015245,11,44.55703774406097,0.0006195
0xf01d89110275b8d93e27cbcc9aabcce74126195b,1,128203.38,345.43,387028.12,7,0.001601,5.0,1.5963834371428571,0.01501755,3.721672516666666,10,11.17468406,0.00966651
0xe078f809e7c766acf8666ab94189e3fb86833458,1,2041.9,283.12,66473.42,4,0.05077689,100.0,29.445926938252235,0.4448115730089471,3.6806432172815295,36,117.78370775300894,0.0031248
0xc440015b2311b109949309a81624fb4dbadecdd0,1,6808.08,5220.19,716475.98,49,0.0,10.5,1.451739400597339,0.0,1.52484003925735,119,85.65262463524301,-5.837777720198001
0xf07560e172912c8b52871b0579aea61481020204,1,725.53,2238.36,12642.87,5,0.001,2.73216102,0.962527428077642,1.0630292380441,2.405598270172066,7,4.812637140388211,0.001440600044079
0xf0f000bd853111d6f2f8869368df4599b0bdc9b5,1,27.58,4387.28,8884.9,2,0.42886099,108.39212719,54.41049409,0.42829399,27.204543545,6,108.82098818,0.002814
0xe483245b181a6b09a27ac451a77f22a6cf84f704,1,7446.55,4433.86,16314.27,2,0.02519209,0.5021593833541498,0.2636757366770749,0.5256024733541498,0.5256024733541498,3,0.5273514733541498,0.001749
0xf52426340e0548a8d58b970f2283e22c1bb10f4b,1,695.54,1134.78,49493.1,5,0.00294392,0.047,0.018492444,0.0,4.660970020038042,68,0.09246222,-293.5486490423966
0xc909b536c02c21db282825f4a9d2018448460122,1,94496.92,17.39,189098.2,6,0.0045396412090845,2.22876298,1.103939595201514,0.0117265712090845,3.310863285604542,8,6.623637571209085,0.001911
0x3adfe5ce233fddf99bc8525c57f89e20fba5a302,1,15386.52,3787.66,118360.93,12,0.01,2.1,0.3409333333333333,0.005,1.2779015,19,5.114,0.002394
0x87ce21cd1447bc968009e03d4f0ccb7752bedd13,1,659.65,2049.09,22989.17,6,0.0001,2.5,0.86103136625,0.024188,0.6882990999999999,18,6.88825093,0.00525993
0x5d9deb46b83db127c092f71138b72326eea6fb3c,1,9580.78,2033.82,31952.77,11,0.00040739678125,0.05,0.0233355668351055,0.2559982351861605,0.2559982351861606,12,0.2566912351861605,0.000693
0xaf483a73ec5c166b32240e6720d8f028c56fbc8a,1,167.32,42.46,504.47,4,0.99958,6.54833859,3.42218783,6.212619123123,6.84382966,6,13.68875132,0.001092
0x9a56ada62de0a0986210a4e4f85d4f4f7929d337,1,1858.32,104.5,4575.3,26,0.00523382,5.46538563,1.6161915893423076,42.02,42.02,27,42.0209813229,0.0009813229
0xa78ec860a66a3a676e767e3bfb3ffbea3e7efae8,1,4091.2,223.3,7217.43,14,0.01,7.998908,1.7805019042857142,24.925451,24.925451,15,24.92702666,0.00157566
0xf8e273816910007247f37ee0125ee94755f5db56,1,2595.99,14.62,15751.42,12,0.02331124,10.245,3.032273655,0.0,6.051333333333333,18,36.38728386,0.07928386
0xfbf83d7b29c5286b4745513b6a02279218dc564b,1,106.92,5893.71,328109.87,39,6.3e-05,1.14729861747,0.0404582653189186,0.0,0.0637731880027908,92,2.2252045925405275,-0.1344033635627324
0x631887621d2f1b1189c6086979eb76cd0457bafa,1,1440.93,2817.13,19849.4,5,0.0092,1.0,0.34184,0.2,0.4265,9,1.7092,0.0032
0x7b53d9590dacaa8edea5e978f8d4e68a0db06515,1,579.55,5.77,591.08,2,1.4,6.97707824,4.18853912,8.37632224,8.37632224,3,8.37707824,0.000756
0xaa0ecc96571b4239f4d0e350e2cb4633db6ab298,1,3381.94,3782.07,56911.95,7,0.00605119,0.10560015,0.0602726971756573,0.0,0.0406870593624071,16,0.4219088802296012,0.0557253459679373
0xd3cc87f9070e339c099f01ce4c499bde2cd90f3d,1,262493.22,469.39,529680.28,10,0.06059486,6.0,1.313425712,7.0,7.21662456,12,13.13425712,-1.298992
0x0111a93692b5ccff5c4b006d88d82664f76dfd21,1,18676.5,5639.53,205807.27,9,0.008,1.01743731,0.4195473842874011,0.003194,0.5226912303592514,18,4.195473842874011,0.013944
0x389cc7a509555511a9b54ebdd3b7ee10348b8c8f,1,1275.04,499.2,5046.07,5,0.0017423916955218,7.1763961,1.7785058223391044,0.5469176683621918,4.4451305558477605,7,8.892529111695524,0.002268
0xf61d36a410f347c9fd14c7f0f169d04223e187fb,1,983.25,10.72,1058.28,7,0.09207107755,1.39116435,0.60339155507396,4.22260688551772,4.22260688551772,8,4.22374088551772,0.001134
0x80e23a71343df6320824788b0466d05fcd679da4,1,316.67,0.24,317.15,2,2.20193432,8.37632224,5.28912828,10.57699656,10.57699656,3,10.57825656,0.00126
0x1da02ac05b1fd3e97593ba2aae920d772727380b,1,369.85,647.43,4901.87,5,0.049454,7.296,2.345250178571429,16.41596375,16.41596375,8,16.41675125,0.0007875
0x05e7e06774ffeade0e77a7a58e8a16738f30a2c3,1,19904.48,2077.47,24059.42,2,0.28293246,0.999706,0.64131923,1.28,1.28,3,1.28263846,0.00263846
0x1e5c3a25a478cb23de3843f518582956ba1d2ac8,1,19227.17,1949.13,28972.82,5,0.58923528,12.43728596,5.832981896,29.164213128402327,29.16421312840233,6,29.16490948,0.000696351597669
0xe55e8106d4be6887d98774b464e8bdfc38ec0f63,1,2975.36,30.52,6255.93,9,0.04079253,15.0,4.005827028605362,20.0,20.0,12,40.05827028605361,0.0582702860536199
0x3d8bbb378e54686253af6803efe4cb0e8e301422,1,8599.77,0.0,8599.77,1,0.01401877,0.01401877,0.01401877,0.012539272211938,0.012539272211938,2,0.01401877,0.001479497788062
0x6456b53971924d797a1a05e36daf0d3125f16a32,1,3292.68,202.08,3898.92,3,0.0030533015381211,1.1286,0.3916779057660404,1.1742462172981212,1.1742462172981212,4,1.1750337172981211,0.0007875
0xe37a8a7e0f5d9b0662116d820914fba7b5e4c2f6,1,167.31,1440.56,22779.48,14,0.1,5.000045,1.5996696666666668,0.999538,3.4266374285714285,22,23.995045,0.008583
0x2a57f63b0b0fc2ca8846229e597c52fa2cd68432,1,8901.15,879.37,17694.88,10,0.00552372,12.5,1.737418202,17.87326852,17.87326852,11,17.37418202,-0.4990865
0x646cb4fac8f9f5b86deda2757eaa6d6a4c82f793,1,7589.95,12548.2,103017.3,6,0.0,14.90500487,2.715979207142857,0.99664,9.503884975,9,19.01185445,0.0040845
0xcc2754337ce2e9f5867e5078354d2b1e59a2b6ba,1,20542.8,0.0,82171.18,1,0.01101628,0.01101628,0.01101628,0.0,2.98825,5,0.01101628,-11.94198372
0xfdc328f3f978f65bb9038ad2d6b8079bf1da66f9,1,43756.91,2717.25,579708.9,3,1.0,6.095,2.563792212356724,0.003957249426895,0.788164526878992,17,10.255168849426896,0.00903
0x4e87016fd144e1716b9985afb704fc359d243a4f,1,2437.6,341.38,131689.95,42,0.005,2.61008121,0.4539222515053763,0.0,1.038981005487805,134,42.21476939,-0.383451835
0x9e124aea1f0911bce46004c2f231b529c173477a,1,1283.27,159452.67,320188.62,2,0.0317786002227034,0.2,0.1158893001113517,0.23,0.23,3,0.2317786002227034,0.0017786002227034
0xf499223672c6283759d7a4754891ab67a7ce09f7,1,22969.31,38406.92,383320.77,3,0.0,0.09024781,0.035267785,0.0,1.739,14,0.14107114,-17.24892886
0xed636d9c72ddd657fe6f74ebf2220252b3904994,1,22582.49,2565.88,203752.82,8,0.04914,1.0,0.3723937105681265,0.00890411,0.41608948375,17,3.351543395113139,0.0228275251131391
0x1722436730afa8f9a8a564289081d0f015d366f1,1,8343.85,447.17,16840.15,18,0.0106,8.20139578,1.5621586255317792,29.68,29.68,20,29.681013885103805,0.0010138851038044
0x0c3125b6a0f973249918dc398379553bf4defc04,1,1143.14,1031.47,67971.38,16,0.0,3.717,0.9913158153846152,0.009,0.909451289624942,62,25.7742112,-6.9660352264979135
0xabcf11ac565699246469da805af47975b883d792,1,30.81,274.86,2812.57,7,0.002092499961087,0.37222607,0.0862692230169991,0.0,0.0697320437411811,20,0.7764230071529922,0.009370526
0x35aa21bbe598bb7782b97a6e3d1676b8d41c7a48,1,3618.44,2751.66,291937.72,70,0.01,1.03948331,0.0899082067989099,0.0,0.6147994758085946,102,8.00183040510299,0.009437219591259
0x39fa19f4597f426ff743c6bd1da1b9bde70884df,1,97.43,3593.38,637197.93,122,0.0,3.999895,0.0747386783383989,0.0,1.101583176241385,189,13.22874606589662,0.009747951
0xdd96b3607afab6266b7518b3c2ad47e678716879,1,66.5,5281.88,74345.37,12,0.0053813969577388,0.0821480539376605,0.0279394314221013,0.0,0.0632725833182363,20,0.3911520399094183,0.01151654
0x23471dd00e1c1e470daa920a4cefa35b89887c13,1,60004.23,5817.32,462906.1,26,0.036448476,0.7994687,0.1656915304731966,0.0,0.9275213780319014,33,4.639362853249507,0.00175596309
0x2abc2ef47570531d026b9d8b09defc7f2f2330aa,1,47.55,131.24,703.73,4,0.00767607,0.057206398,0.0334866479420749,0.166,0.166,6,0.1674332397103748,0.0014332397103748
0x421df188acc8adea192c0511e3ac0a5a8ee389e9,1,127900.13,224.91,641299.92,3,0.0,22.0,8.4875,0.003984539577973,13.578796907915594,13,67.9,0.006015460422027
0xe3b4ffdd5995f8442916dc8101ddd22c983f1198,1,21497.82,182.22,22955.55,8,0.0242948967896924,0.4998748106122702,0.1705999222195693,1.364071727713736,1.364071727713736,9,1.3647993777565548,0.000727650042819
0x45978fb0fe38db2e4e54e866f9000d5f8d3ab7e9,1,13286.37,797.49,18071.33,6,0.0013283103,9.62010612,3.272367613383333,19.6341636803,19.6341636803,7,19.6342056803,4.2e-05
0x7dc6037e4f84a44f67356eca1825fd5b97fae74e,1,23364.44,122.32,71316.48,10,0.07185366,6.97362539,2.706692765,0.16495365,9.021651216666667,13,27.06692765,0.001974
0x74f772d9887a0adbd87ba53e91e3ce821d0028ee,1,6860.82,6581.79,20024.4,2,0.02428861,1.3004945,0.662391555,1.32465711,1.32465711,3,1.32478311,0.000126
0xf08ad4086d2ef23da65cf1008eea37d1c89014ab,1,27883.33,734.75,67522.65,16,4.8e-05,6.05,0.7596950356813637,0.01,6.077497285450909,18,12.155120570901818,0.000126
0x14c0bc72b6023e3d8f8f2d37fad785bcc32d543f,1,81.64,430.84,4204.17,9,0.0,5.999,1.62055176,0.499874,3.77117338,13,14.58496584,-0.49972768
0x72736a91f746b8e0c446b32948bb7cd8c2f8c54a,1,1314.32,13499.15,41811.77,3,0.2075,6.9,2.7025,9.00740865,9.00740865,4,8.1075,-0.89990865
0x938fdac116de11faf8e682e93dec3c849895e380,1,7999.35,0.0,7999.35,1,1.28892449,1.28892449,1.28892449,1.28277449,1.28277449,2,1.28892449,0.00615
0x48298529042c8c0f2b6c981a65b8400713e64f7b,1,19604.82,532.54,20669.9,2,0.56,2.0,1.28,3.559139,3.559139,3,2.56,-0.999139
0xb1575e4fc74d08101b0875d303e5dae515d909c3,1,46.52,0.0,93.03,1,0.007803,0.007803,0.007803,0.0,0.003725814,3,0.007803,0.000351372
0x52414069b0af176210603ef8621d0b0d6b669e6a,1,124189.18,2386.22,288944.12,17,0.00310703,4.61811877,1.0533998752941176,0.99995788,8.95347894,19,17.90779788,0.00084
0x7fa4cbcfed0362516ab52c16d4fde35a72a5c829,1,251.92,9523.88,292315.42,20,0.00428,10.49,0.8276206631370606,0.0,0.5042592333444718,93,24.00099923097476,-8.271591703071431
0x1e0a8374a6c63acaaf4c020cce65c30e855b2b71,1,2406.68,25138.0,1117285.02,31,0.000345268,3.584855787777778,0.1809321069318352,0.0,0.0564320157300921,162,5.789827421818728,-1.5463346230932484
0xcdb26199db086d54f7b11e50ca4374b4dd9ce13f,1,546.9,91.4,91633.48,110,0.000150672,52.24635826537226,0.5172079814059846,0.0,0.3841560969850845,260,57.41008593606429,0.1708274852866795
0x4a8b69bd663e6967a118456a30a51495bdba704c,1,9252.23,520.97,615981.8,26,0.0015,0.840117560121242,0.1205271161239582,0.0,0.0750542399692307,93,3.374759251470829,-1.5037663465291704
0xaaab7c31ab03a15aa60f4df217b351677e5f07dd,1,12772.18,265.74,14898.13,8,0.0168047456601744,30.0,4.438295468207522,35.50550274566017,35.50550274566017,9,35.506363745660174,0.000861
0xd1dc670608c00e8e6378062b48ef5911b068ae3d,1,44649.06,23771.94,2234734.35,15,0.023923044,77.961270244,7.840329244435367,0.0,3.269182333953688,58,133.28559715540123,-0.7508785366999499
0x984ac2891fbaf6a10038c25cc1ba20e787416cfe,1,28692.0,16491.53,1930018.77,37,0.0004549536316791,5.33389622,0.1786044003514827,0.0,0.2192622581891485,83,6.60836281300486,-3.477701063695969
0x90535c2fbc15e9dcdd95d60dcc1f80321e22ec7b,1,2225.9,0.0,2225.9,1,1.0,1.0,1.0,0.999517,0.999517,2,1.0,0.000483
0xf9c8c57fe9eaabc5dfef8a8d03ef308f2a28c91c,1,2492.49,10858.85,595687.73,5,0.003,1.9995,0.2061870268651447,0.0,0.016577520390711,192,2.886618376112026,-0.0641802534345448
0x4121cc82607ebab3f334e067f37fe2709c403bf6,1,4888.16,1469.93,892384.73,75,0.000217016,1.187148406807296,0.0497090759235635,0.0,0.0507536929340496,242,4.225271453502903,-3.743058337142896
0xb997fcd0574052a26f68518afcb30fd46ef3f90f,1,30.07,183.28,1129.73,5,0.0,5.5,1.9684960033333327,11.81,11.81,7,11.81097602,0.00097602
0x7d52327b12afaead317552a1e96bc55eb8e0e52c,1,1056.02,2993.62,200534.63,39,0.002461095,44.91383503054748,2.4573929819802864,0.0,1.6799328400010862,111,105.66789822515231,-8.567534894921543
0x5a27a79f5217cad7d95cefcce0ecd18a4c33df84,1,3784.85,0.0,3784.85,1,0.5,0.5,0.5,0.499139,0.499139,2,0.5,0.000861
0xf94c71665124b46c2ecc6f364c6bc793c0ecf3be,1,6499.2,110327.12,356978.15,2,0.05601401,0.62,0.2542014733333333,0.0137409278665807,0.1891006069666451,7,0.76260442,0.0062019921334192
0x8e073326377b34d039f7b2cbb28cfccedd0b91f2,1,15435.5,0.0,463065.0,1,2.05251572,2.05251572,2.05251572,0.01,0.0677078981666666,31,2.05251572,0.021278775
0xfd20d39244a4ff63cea5a6965634afe7afeaf23f,1,1701.72,14.15,3431.73,1,0.0097313,0.0150811,0.0124062,0.0,0.012240978,4,0.0248124,0.000330444
0xd36b818cc8be57aa48aaf4491b3950a1b5cc97ec,1,955.02,0.0,1910.03,1,0.0083002,0.0083002,0.0083002,0.0,0.004008082,3,0.0083002,0.000284036
0x0971be0b5ac80af27501cbe2936db48e6c2c118e,1,1438.66,0.0,2877.32,1,0.0360665,0.0360665,0.0360665,0.0,0.017811102,3,0.0360665,0.000444296
0xae49d83f54aba8c44cc5195ead928b344cdca449,1,3716.13,2903.1,38553.33,11,0.08318276,5.0,1.2614194833333332,15.1369288,15.1369288,13,15.1370338,0.000105
0xa6d1fcaba6a2cf4c38c6d9bd494d3c29da104158,1,7191.83,77.43,8353.28,15,0.24958,8.0,1.7145467076666667,25.7177,25.7177,16,25.718200615,0.000500615
0xd6657d73a8e994ff83bc2761802456c85f966ee9,1,17317.15,170.08,36335.12,10,0.0222648489415633,13.56116,2.0267926728941563,0.009945,10.134177267470792,12,20.267926728941564,-0.000427806000021
0x7bed530a0c85562ceff547df75cd4cf70a5a5eba,1,9290.22,206.81,11565.1,11,0.06527225,6.13328024,1.420015950909091,15.61967,15.61967,12,15.62017546,0.00050546
0xa2818e01a3aa1720ee87164fb81de1509a286f4d,1,9239.35,54.42,9674.7,8,0.01891146,6.0,2.187757015,19.387,19.387,9,17.50205612,-1.88494388
0xa6142413486c95e68e4da1c05ed85791cc727bd0,1,10033.52,13.31,10060.13,2,1.0,30.0,15.5,30.9995,30.9995,3,31.0,0.0005
0xf49787d8e47bf62d860ebcc84c57d456347aaa4c,1,691401.0,152.57,691858.7,3,0.5,0.52,0.5066666666666667,1.515691999999997,1.515691999999997,4,1.52,0.004308000000003
0x9af3bf0b0a117d3fbfb37dfc7fa67f9a645488fc,1,31559.51,6744.88,1576724.17,10,0.37827801,173.83502284,21.42715421114286,0.0142646840657773,42.84823598114286,105,1499.90079478,0.2125354399999969
0x0c5c5eb4c5601ea92bbc1cbb664c1e98f42d98e6,1,80497.07,120394.31,1124851.22,5,0.0251085631499194,1.35235322,0.4928510255249865,0.00528897,0.589595490629984,11,2.9571061531499194,0.0091287
0xc9f4599726b1dd12f4a72f8e3234fea79d4d6fd0,1,61849.24,46336.2,231883.93,1,0.06798,0.06798,0.06798,0.0323017,0.0472352333333333,4,0.06798,-0.0737257
0x1a2893432d0615a0764a311b5d2a6062dc212c9d,1,665996.02,0.0,1331992.03,1,0.85432599,0.85432599,0.85432599,0.0,0.424162995,3,0.85432599,0.006
0xe1336320e4f593a79c80cba5d9f18f0657aff1c4,1,19761.63,126.06,21400.47,11,0.002772,1.900227708,0.5791521768422775,8.22711729,8.22711729,14,7.528978298949607,-0.6981389910503935
0xcabb89cbca9fcc8e0866c5dc3ee9e4b368d0a4e3,1,53059.14,925.82,638561.35,2,1.09,9.81560448,5.45280224,0.00726,0.907301722904904,14,10.90560448,0.0179838051411523
0x3dfffddfc0a10b27d5e697f5f0e319e18a9d6d4b,1,194064.05,44381.91,521273.82,3,0.035,4.0,1.6783333333333337,2.5,2.5161245,5,5.035,0.002751
0x52119490822a148068547d3d6198702bc1423581,1,36777.13,508.48,39828.03,5,0.3,30.0,9.702298561666668,58.21293037,58.21293037,7,58.21379137,0.000861
0x5304756e1d2fac3bb7087154591603adc3904c69,1,2066.87,204.83,16460.53,36,0.0,4.99,0.844210796492934,1.0,8.4415,44,33.76843185971736,0.0024318597173578
0xebafd35cb6e37c8b95a2ae12caeae32cd1ef66f7,1,5765.36,1828.22,62857.52,6,0.002,2.56,0.9898507633307292,0.00865,0.6570911111111112,15,5.939104579984375,0.025284579984375
0x6124f244fb0dc21efaad3ed8523d406a1d6e7597,1,2003.4,3912.02,45130.43,10,0.01,1.0,0.569311812,0.09132,1.89751704,13,5.69311812,0.000567
0xcf554eac4c260c456d548f00b8e72358174d2311,1,6639.87,526.76,7693.38,2,1.0,7.0,4.0,7.999139,7.999139,3,8.0,0.000861
0x0b001279e3324f22c57c88fdbdefe71ba183fbb0,1,74989.45,616.76,76222.97,2,0.49,0.5,0.495,0.989937,0.989937,3,0.99,6.3e-05
0x5fae64a5306672c79e4654873960b20611ea548a,1,85.57,5.74,1592.02,9,0.001,0.040324993,0.0058416658888888,6.9e-07,0.0014151572222222,27,0.052574993,0.027102163
0xf34b357fe1538a67b88cd39b90c45ad36496dc39,1,26346.0,119655.51,2228443.0,12,0.0109985,0.42617863,0.1978556471428571,0.0,0.1301777224273536,35,2.76997906,0.0362468890255741
0x69ff68516cb36384546786243e1f314d7b9c7e57,1,219.9,853.55,2780.55,3,0.34197045,5.0,2.68258743,8.04763,8.04763,4,8.04776229,0.00013229
0xc25fed458cd7ee6948729fad58bebc640bdbcd18,1,202807.1,0.0,202807.1,1,0.2105263,0.2105263,0.2105263,0.2104,0.2104,2,0.2105263,0.0001263
0xbad41e5412ebaf22b8ec127521060fd9fa29bbdd,1,3534.22,113515.63,2837469.92,23,0.00386,27.77585,1.82395006375,0.000466,1.36659559625,56,43.77480153,0.04374245
0xbe2706e85f72f16c7121a5c03d0c87184a97c808,1,126.95,280.69,27472.28,27,0.0,5.05,0.8379620050929957,0.04230151,1.1246533500855302,128,61.17122637178868,-0.684707882915486
0xef79301402010f85b14ce5a931ab14e6de60bcc0,1,2815.95,85.89,4361.88,18,0.001,2.42385305,0.6610716322222223,11.89903738,11.89903738,19,11.89928938,0.000252
0x6194338943d1fb18c4399f042fe9790e4b80fbac,1,17035.29,3762.26,160211.42,29,0.0041251,3.05881719,0.7164284610337234,1.19958,6.925122247966667,32,20.77642536997797,0.0010586260779777
0xcb07eebca7c8705da415ff23e64ac4d201f3a83b,1,20564.16,1611.18,156838.57,8,0.00665585,56.97077069,7.65195479125,1.0,8.742857142857144,15,61.21563833,0.01563833
0x90b7ed2dd3c9a8eb82044ee2268cd7d8945eace3,1,41631.68,2252.75,94527.12,5,0.98255477,1.05116845,1.006744644,1.47,2.51,7,5.03372322,0.01372322
0x20fcd427f514f06e74ea65cc1c45d962e0611272,1,11.12,2851.67,42786.23,14,0.03,0.088341,0.0341704413333333,0.51173762,0.51173762,16,0.51255662,0.000819
0x814e1158dec3d861acf78fd591cb377e6612628f,1,270.03,2441.54,15189.28,6,0.007,0.2559982351861605,0.0542267058643601,0.007,0.1619766175930803,8,0.3253602351861605,0.001407
0x830b99a1df212abe46c2634f4a0d26685b2b83cf,1,25412.9,4.74,76248.18,2,0.00824978,0.04776956,0.02800967,0.0,0.016,5,0.05601934,0.00801934
0x942025fe4662ad0fd2801c094a5217a16b05cd28,1,5688.72,245.83,6180.38,2,1.03879522,1.25,1.14439761,2.28793422,2.28793422,3,2.28879522,0.000861
0xc0ad01e6f283d5f29930e479b9e9588107230983,1,1577.18,0.91,129351.9,12,0.4,5.0,4.110258743438657,0.0,1.3457365698166637,107,102.75646858596642,-7.593930139
0x0e8f16e39234a164d75d18858b9a90dd52aaf361,1,502.3,1667.78,45571.68,15,4.06907480412e-05,0.223,0.0199398430082695,0.0,0.0188030964344496,42,0.4187367031736594,0.0238716780502169
0x345092a86c71a7f3a4efae41ddd6de67a6a13e10,1,458.36,28615.03,258910.3,9,0.005,2.09383132898584,0.3441269861524388,0.0,1.0319026824573168,12,3.097142875371949,0.001434828
0x6fdb2fe7ee003472de92b039de2d7e56f2e91e6d,1,44660.22,1266.33,540649.35,35,0.00815719906,2.15211459,0.1828876911771244,0.0,0.6474075808055954,50,7.132619955907852,0.0111365670463025
0x13860a679d2395e4bd1d552945cd7c9309ebe1ce,1,769.95,67.25,971.7,3,0.42450227,1.99909003,1.1411974333333337,3.4230673,3.4230673,4,3.4235923,0.000525
0x7fc256c1e50784736f2e2f982db62fb77487ed11,1,143.62,1036.56,3396.92,3,0.010257,1.02705256,0.3504218706927083,0.04187364,0.525149805,5,1.0512656120781247,0.0009660020781249
0x47e3df1892c90f952b7f9c8d127bf9c129991014,1,110.22,0.0,110.22,1,0.65575435,0.65575435,0.65575435,0.65529235,0.65529235,2,0.65575435,0.000462
0x9f0f3f5c23ba4749e6bfdbe0795389e36159f008,1,308.58,1052.18,108875.87,45,0.0,13.0,1.2243822192585423,0.005,1.6832544966197651,148,104.07248863697608,-1.972544650069124
0x4b51c31c6cdecf114563f4dbca368644cf3c2910,1,883.25,664.72,5745.67,2,0.008677,0.01,0.0093385,0.0,0.0018613999999999,7,0.018677,0.00937
0x20fe1d0e7f2a15469038b11154627b8a299b301f,1,1722.8,0.0,1722.8,1,4.0,4.0,4.0,3.999538,3.999538,2,4.0,0.000462
0xcbdd1f8e116be13a35617e0559854c50469c680d,1,1549.47,0.0,1549.47,1,0.1,0.1,0.1,0.099538,0.099538,2,0.1,0.000462
0xe63e795f5ecba36f57067bd5579d0e15be9e7e4c,1,25079.97,9285.71,52937.1,3,0.383,0.5,0.461,1.38237,1.38237,4,1.383,0.00063
0x032fb380d84917d408ea172383cf214c28b4fe21,1,48235.97,4192.17,56620.3,2,0.5,0.5,0.5,0.999707784999622,0.999707784999622,3,1.0,0.000292215000378
0xaa1ea8f6cdeeb491d9cf9fcdfc8fec6b4040d1c4,1,3553.33,180.67,7347.33,21,0.0,1.99,0.6910070257142857,14.5171,14.5171,22,14.51114754,-0.00595246
0x126de4b8b4e10840e7931e5858425f35c99bd323,1,123287.25,249.34,123785.93,2,0.01,0.21969288,0.11484644,2.31248885,2.31248885,3,0.22969288,-2.08279597
0x7a2bb19483e0df6fc7d5159e2f70480cfef4c50a,1,4289.9,25.01,4364.93,3,0.0170982841,2.0,0.7390327613666666,2.21701428,2.21701428,4,2.2170982841,8.40041e-05
0x925b2b9371fdf0e21597fafc3d379cf3d2160277,1,2860.93,143.19,5724.82,19,0.00025,1.854132636434329,0.6465060348935914,13.4288606,13.4288606,21,12.930120697871828,-0.498739902128171
0x574b7e93b755fd36e6a62ffbc25be94c65a929e8,1,320851.33,10599.18,673500.2,3,0.50739354,1.01,0.83913118,1.257112845,1.2579048075,5,2.51739354,0.001583925
0xb7d8c320cb7d1de6f7e62cf65146ead4be48aaeb,1,901.23,506.72,6475.17,11,0.00321093,14.999433,2.0775253027272726,22.85151833,22.85151833,12,22.85277833,0.00126
