Address,FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Unique Received From Addresses,min value received,max value received ,avg val received,min val sent,avg val sent,total transactions (including tnx to create contract,total ether received,total ether balance,adjusted_eth_value__absolute_sum_of_changes,adjusted_eth_value__mean_abs_change,adjusted_eth_value__energy_ratio_by_chunks__num_segments_10__segment_focus_0,adjusted_eth_value__sum_values,adjusted_eth_value__abs_energy,adjusted_eth_value__ratio_value_number_to_time_series_length,adjusted_eth_value__quantile__q_0.1,adjusted_eth_value__count_below__t_0,adjusted_eth_value__count_above__t_0,adjusted_eth_value__median
0x32AA5d54150640d56d93032BC409c48C60dd0107,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,200.0402626964892,2.7032467931958,0.3412213520462077,153.19243846996312,4551.331176741907,0.4266666666666667,0.0,0.3733333333333333,1.0,0.01
0x17505602047c58f8e97f5f8968a3f343f2a147ab,1,569.12,3501.84,54629.78,7,0.000383464,7.474558173,0.640765034,0.0,0.638713529,29,8.329945442,-1.889471028,28.606497346800552,1.021660619528591,0.9790845812614544,-1.889471028084597,114.07471467728976,0.7586206896551724,-0.4247940921729641,0.5517241379310345,0.7241379310344828,0.0
0xb9899e3c468107941837551717af13567c94eef9,1,2189.53,27451.92,98694.43,2,0.02,11.14246946,5.58123473,0.0,5.941549619,22,11.16246946,-107.6685229,240.2216196979023,10.919164531722831,0.0126745030668373,-107.01852291792969,10196.457011807735,0.5652173913043478,-4.3,0.8695652173913043,0.6086956521739131,0.0
0xcc326c1d41f64c5331bc7ba555d75306c3159624,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0
0xb6944813eaedca33c7009a187f2d68be64c516dc,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xe0787aabbd6ee01e55f98647673552885d54eb06,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.233830304017561,0.0112819712324119,0.0574107480196216,1.4131591197937663,0.138532703674999,0.1507537688442211,0.0,0.4070351758793969,1.0,0.001
0x8d6d3495294b6dd0dc4ff3bd93a5e1b1079c2c35,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2084001391073495,0.1042000695536747,0.0,-0.2084001391073495,0.0434306179799626,0.6666666666666666,-0.1667201112858796,1.0,0.6666666666666666,0.0
0x7bc79ca4aa447f01e1e07c0060e4a6f76d0b1d64,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x6faaeb4050fc4b15b131eff2ea887de829e9fc3f,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,1.0,1.0,0.0
0xe7b8ba1b19fc3935d659f29c613a7f9aad23cf7c,1,368.84,198.53,148422.25,542,0.001049505,11.95948807,0.223891296,0.002251,2.418255885,697,142.8426471,0.165549944,315.0150610488694,0.4526078463345825,0.1520951179196953,0.1655499437786076,1893.051339955398,0.1463414634146341,0.05,0.0846484935437589,0.9153515064562412,0.15
0x2c878fffc77f7928c613594d499e82a495ca0cae,1,21.71,54.53,2464.4,36,0.00012,23.42030339,1.672606313,0.0,24.53074318,47,73.59467778,0.002448238,252.1433977767937,5.481378212538994,0.0004813791498483,0.0024482379999959,4946.615817232022,0.8723404255319149,0.0021434329705968,0.0638297872340425,0.9574468085106383,0.51
0x8f9a8dc65a423c7dec9261aa6010db738407c879,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,450.5758703558317,0.2165189189600344,0.4263601822777698,239.38317030601587,1901.517674372828,0.0288184438040345,0.0,0.946685878962536,1.0,0.0
0x557902eD49132eB6d1B3bD2c874497f2E0148017,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.37190116,0.6245573085714285,0.0678785855558961,8.3799647,14.46641348644555,0.875,0.5,0.0,1.0,0.79246142
0x4a008b542165fec7ec3343a35ceed6bc4f6b2280,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,586.7478539109464,0.2581380791513182,0.5597356272577715,341.1077806823313,2382.7031476544817,0.1437994722955145,0.0,0.604221635883905,1.0,0.0
0x264363cfcd1ec5a0232558a41c560903d6a883b6,1,1612.35,113.92,227513.8,478,0.0,2.0,0.083631865,0.0,0.950402299,958,73.51240895,-1.569372665,202.93862065296832,0.2120570748724851,0.0054094720262996,-1.5693726654559867,1546.8609430491824,0.1022964509394572,0.0,0.1816283924843423,0.9853862212943632,0.05
0xe4ffd96b5e6d2b6cdb91030c48cc932756c951b5,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001293661060802,0.0,1.0,1.0,0.0
0xbdD5645986F492954465b5E407f7528C0cF88fFA,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.189770819693191,0.0273721352461648,8.634321716094307e-05,1.2302191803068094,0.4839303117709265,0.1851851851851851,0.0,0.5061728395061729,1.0,0.0
0x636141B2C9a53371fAA2a2FE90e4d4c6b801397b,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.000861,0.000861,0.5014370592164948,0.599139,0.179484141321,1.0,0.2992250999999999,0.0,1.0,0.2995695
0xa91875fb18cadb4e728dad7f7e11ed28b6286fbc,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xe4e335228e1538cd36577175c27d3fd70496f1be,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x084badb343dbb1f4387cfd71fd32c91020e0fe03,1,933.9,670.34,72207.7,73,0.002562875,1.15,0.132445746,0.005,0.999087583,103,12.05256288,0.063511882,27.017372647377915,0.2648762024252736,0.0004115493705818,0.0635118820667139,104.726195885239,0.3495145631067961,-0.0065999999999999,0.116504854368932,0.883495145631068,0.088
0x1164246850f8fca79e14fd256fa6b6dac857b873,1,1368.49,182.02,331118.17,560,3.29079e-06,19.98975,0.155253676,0.0,1.218372091,1063,147.0252312,5.694068643,527.5643126891832,0.4962975660293351,0.0030355215887683,5.693402309075843,12234.407766658776,0.849624060150376,0.0,0.1099624060150376,0.9360902255639098,0.01475
0x27ac71ead8fd1d0377b042218bc222b622d6469e,1,6.72,1943.47,180749.02,75,0.0,0.308690089,0.113709044,10.0,10.0,94,10.57494111,0.574941112,23.22153363781621,0.2496939100840453,0.0009053445358286,0.5749411122043554,101.44678055641891,0.1170212765957446,0.1,0.0212765957446808,0.9893617021276596,0.1
0xC74bde36961894C53662Bee82Cdf351f168ceb22,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,29.330629779734046,2.666420889066732,0.0204349700322942,37.85417056727363,213.48236519464623,1.0,0.0642940322,0.0833333333333333,1.0,2.9798717667979577
0xd5b32a25bb674a3fdd5faa0549276e6d192982cf,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,1.0,0.0
0x455aeef956d303dd97c54d15b11af7d7be9b1e0c,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x8b9310E47cd2d4AAd77735a3218D9420CB152709,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,87.0255935907263,1.0238305128320742,0.0262819518038982,49.278631643463136,654.8680679586043,0.313953488372093,0.0,0.6395348837209303,1.0,0.0
0xcba3d3d35827bd1ed88a2506ad86e59667363df9,1,1510.77,110.85,51692.72,193,0.0001,10.21666849,0.283098935,0.002935,3.445506718,239,62.56486457,0.545743643,142.07306558196862,0.5969456537057505,0.0026358824592128,0.5457436434984544,726.9971962723589,0.1255230125523012,0.0274718939678751,0.0753138075313807,0.9246861924686192,0.2
0xe14e60d1ebc3a293901db4fd302c4d25b232f93e,1,4658.97,1489.55,44909.82,2,0.005,0.03439605,0.019698025,0.0,0.000415161,11,0.03939605,0.035659599,0.0481325020530498,0.0048132502053049,0.9681182505880462,0.0356595986790497,0.0012220493519931,0.3636363636363636,0.0,0.8181818181818182,0.9090909090909092,0.0
0x77102c05890ec691c86482883169bbb55746fd3c,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x2a6dc60b69db6e122a9906a859173219fde296a7,1,376.53,214.77,51520.43,24,0.00010204,1.7,0.096354866,0.0,0.072475067,148,2.505226518,-6.336731652,21.373528945538133,0.1453981560920961,0.00022801044769,-6.336731652035038,67.39249482278933,0.2229729729729729,-0.0,0.8243243243243243,0.9594594594594594,0.0
0xd6353538ecd546f6ef482bb965c89f88465e0861,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,21.390888522895555,0.7922551304776131,0.0005915891650775,-12.861053201754425,48.851469408189054,0.2857142857142857,-1.3180945568686655,1.0,0.75,0.0
0x190a0532DDFb88B29e4da09367819585fbA9c823,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x12b1036ed346381fcccacab8b02491ff37f87d82,1,1025.12,39.75,1263.62,6,0.09901061,6.9,1.677926768,10.065,10.065,7,10.06756061,0.00256061,18.225544,3.0375906666666666,0.3139634719188018,0.0025606099999997,151.64184454016055,1.0,-3.966593633999999,0.1428571428571428,0.8571428571428571,0.548278
0x096dc87c708d96033ab7862b14a6f23c038a9394,1,545.24,30751.29,332158.27,3,0.290448302,229.88509,110.0585128,0.0,2.101996878,443,330.1755383,-594.7030878,2268.384721431179,5.132092129934795,0.4633605816037832,-594.7030878213594,200433.87006436608,0.0880361173814898,-0.0458379999999999,0.9932279909706546,0.8781038374717833,0.0
0x51a9e2b5164dbcdba34d47e60dd435eb7f7a81c3,1,501.94,900.07,16720.27,13,0.09,8.0,1.795384615,0.0,3.33159,23,23.34,-9.9759,68.2119,3.1005409090909093,0.0056014896376437,-9.9759,535.57182001,0.7391304347826086,-2.995,0.4347826086956521,0.6521739130434783,0.1
0xac6bb3d36adb103469bb34d5934efc22a2d0cbb4,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9.800894228139144,9.800894228139144,0.9946542506567296,-11.351601564425748,112.45819287432214,1.0,-9.596158473468533,1.0,0.0,-5.675800782212874
0xf3fa36d607d063e95bec80a1a4159b380646af4c,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xeda0785ebbba90bf1ac4a1cc07fbf9c9452c0db8,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,1.0,1.0,0.0
0x3a577dccFAeb49c18e10C6e750B316AA02e5c7f7,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1597.0102042044011,6.795788102997451,0.8686928997921616,1460.50815180937,176716.3517172513,0.5720338983050848,0.0,0.3813559322033898,1.0,0.0216594915
0x647c809489c3384ade0d26bd938bd5400cd5a4a9,1,227.95,4933.34,60683.5,5,1.0,110.0,61.02935316,0.0,16.15831433,163,305.1467658,-2247.866898,5518.682826327843,34.065943372394095,0.1341794685337475,-2247.8668978265105,265136.09101685963,0.2147239263803681,-90.0,0.9693251533742332,0.6380368098159509,0.0
0xf9d25eb4c75ed744596392cf89074afaa43614a8,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000654022236756,0.0,1.0,1.0,0.0
0xa4f5dd69db954c71587173de7d5d7dd330111766,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,1.0,1.0,0.0
0xfb200763c509a745d1cb5df1c60a40c1938f8777,1,244.7,1548.35,354247.1,174,0.0,1.5,0.212694884,0.4578802,9.676635489,233,48.49443344,0.111256,116.0765329311583,0.4981825447689197,0.00120471768321,0.2112559999999916,1131.6344227366164,0.1538461538461538,0.1,0.0341880341880341,0.9786324786324786,0.15
0x63cdD7F7f28727E6A5d16418c402073ff48b8E52,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.9036674974014263,0.019752840118377,0.0010607615100787,2.038940989647079,0.433924326923868,0.6081081081081081,0.0,0.1554054054054054,1.0,0.0061569471055
0x808be229f98fd0f22d90008bff6bf77cca15d229,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xf77149cAC62F1b3DF7d8D0Cd951F152F28C72bB1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,23.55188924801716,0.1682277803429797,0.0085897786238012,22.85234372448074,26.44096546876513,0.3546099290780142,0.0,0.3262411347517731,1.0,0.001
0x74625cB6492a833439d8f874ca2DF77e6A61aF40,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,12.3038,0.6835444444444445,0.7803281011479878,14.979101000000002,37.08701501000099,0.631578947368421,0.084,0.0,1.0,0.5
0x4aa65136a914a90864c9244e6183e8137b632c16,1,9145.03,1063.81,1568055.02,3,0.228876079,64.0,18.21926185,0.0,7.42380117,175,72.8770474,-1196.592953,1867.365218718685,10.73198401562463,7.746522028811806e-08,-1196.5929526013142,837592.1368732635,0.0628571428571428,0.0,0.9771428571428572,0.9542857142857144,0.0
0x137f4d7c7126e609b8e4a6c02b4a7201b109b0d0,1,3770.03,619.16,5008.35,2,0.0,0.0,0.0,21.45306439,21.45306439,3,0.0,-21.45306439,21.453064393425937,10.726532196712968,0.0,-21.453064393425937,460.2339718684797,0.6666666666666666,-17.16245151474075,1.0,0.6666666666666666,0.0
0xc18dfcf12c61b971a38e3b2babcb83b18e510da8,1,35499.98,0.96,71001.87,2,0.19489995,0.2,0.197449975,0.19599995,0.197208475,4,0.39489995,0.000483,1.180216799999517,0.393405599999839,0.2567867505616075,0.0004830000004829,0.1557712767988133,1.0,-0.1976918849996619,0.5,0.5,-0.00055
0x62bde5fb3cbd18a8b7841c1eccf722996251cbc4,1,9025.11,561.31,21979.37,6,0.04526319,0.4,0.249323313,0.007750514,0.871506852,9,1.74526319,0.002249486,4.572249486261713,0.5715311857827141,0.0113531631821934,0.0022494862617133,3.523247165401159,0.6666666666666666,-0.3532530489906293,0.2222222222222222,0.7777777777777778,0.2
0x05769b71f3a654b8d8db963840aa0e61684564b0,1,734.93,0.0,734.93,1,0.5,0.5,0.5,0.499282179,0.499282179,2,0.5,0.000717821,0.999282178902706,0.999282178902706,0.50071833636389,0.000717821097294,0.4992826941698337,1.0,-0.3993539610124353,0.5,0.5,0.000358910548647
0x6Dbbc4DE1ac9aaF73D8EBCF310Ec4F0A00c126cA,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,37.19107991984783,1.430426150763378,0.0064974754089519,34.494708479695646,333.94508996687296,0.7037037037037037,0.005,0.0,1.0,0.5
0x967582debedf069111973313e29bc7c5f713b80a,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x05617f0530b3ae57cada0606785c45643ccd1d22,1,321.99,83.32,5859.38,45,4e-07,0.3,0.104117714,0.03,1.059112141,56,5.3100034,0.014442696,8.5099984,0.1547272436363636,0.0019230152914578,0.0144426956236506,10.452334982610497,0.1964285714285714,7e-07,0.0892857142857142,0.9107142857142856,0.1
0x48ca1b283148a9c90bb443c45360f1dd19b47f12,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.17751243,0.0253589185714285,1.0,0.17751243,0.0315106628045049,0.25,0.0,0.875,1.0,0.0
0x8c654fe2b20bcb48c484c0e1cc5fb3289ba47297,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555555555,0.0,1.0,1.0,0.0
0x31b601127815bbd935c64349b4cfb7191f9f0767,1,2298.2,1898.91,104333.48,36,0.15,0.4,0.203947368,0.0,0.53777027,52,7.75,0.221216225,5.121216225097224,0.100416004413671,0.027471876892231,0.2212162250972238,8.736206883187931,0.173076923076923,-1.0,0.2692307692307692,0.75,0.2
0x0951f85d60082ae17f11e47bf583e57d25cb0123,1,4189.01,602.81,132454.33,40,0.053,0.675,0.209086957,0.0,0.378238634,71,9.618,0.162034153,20.683081516920765,0.2954725930988681,0.0328927677261156,0.1620341530792317,15.356232841390298,0.5211267605633803,-0.31,0.352112676056338,0.7183098591549296,0.1
0x70305B080eFc49eB5DFb9bdA78Aea516c398f804,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,578.8563534198,1.2722117657578025,2.673361857316332e-05,354.3935802201,15433.11650663826,0.2587719298245614,0.005,0.0219298245614035,1.0,0.005
0xacbA705c4E619cd687A1d6cf35C83E5C4e268f0B,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.461256,0.9102093333333332,3.3446626710515616e-06,5.187678,6.604552438484,1.0,0.00282,0.1428571428571428,1.0,0.99
0x6aef2850c2ce2ef583ae8a36be3357080608bdc3,1,177.94,485.57,226867.03,188,0.000462028,97.65456092,2.829802112,0.0,2.134794933,924,574.4498287,-964.7373182,3930.337346352953,4.258220310241553,0.2698034853869397,-964.7373182036702,293909.25515118137,0.2435064935064935,0.0,0.7803030303030303,0.9523809523809524,0.0
0xccf711e5634d4fb86a8226fa5eb1093fd82bedda,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x5dd0d183e627d790669205705646d5e9f9394bef,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x277af92a3cc749573e43b62393ae30510ea179b7,1,235.71,17.74,5510.12,3,0.050423667,1.219804831,0.494657341,0.0,0.164833223,28,2.473286706,-1.31787743,7.917949587624473,0.2932573921342397,0.4693530991388822,-1.31787743008692,4.723915527909839,0.8214285714285714,-0.408153433418324,0.8214285714285714,0.3928571428571428,-0.0099977047556838
0xa523772219493aae9a1e4fb3a0bfef6e4c413b6b,1,4277.75,388.81,31495.18,42,0.025,1.5,0.135847458,2.83,4.00635,61,8.015,0.0023,17.7227,0.2953783333333333,0.0010743019744289,0.0023000000000008,38.37375429,0.2459016393442623,0.025,0.0327868852459016,0.9672131147540984,0.075
0xd23246CD9Ff107083b1E246F2C26Ae447ab65Be5,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,37.227270880000006,0.907982216585366,0.005755527641875,36.013661,194.8126919122437,0.5238095238095238,0.079,0.0,1.0,0.4499999999999999
0xc6044f23ab90ac63f1dbb1dde45bbd38c59b38dd,1,1933.43,6887.52,58967.07,5,0.05,1.0,0.21,0.269442181,0.838322082,10,1.68,0.003355835,5.613846148200457,0.6237606831333841,0.000792489353593,0.003355835347095,3.1546165114589746,0.7,-0.3832181613495729,0.2,0.8,0.07
0x2fb595ab15edca3dcdb87319d5814f5875ec049c,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xcc1f37c23a5fb17220c2f66b0c44713e1cb22abb,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xa493cB0aD196eb650096F5Aa255AD3f2649f7BB6,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x766316f65c88486bcb59fd57d5ce0087780c1424,1,24495.83,693.64,30044.95,7,0.06092992,2.900755166,0.909161377,7.272031018,7.272031018,9,7.273291018,0.00126,10.47766269499208,1.3097078368740098,0.1302821501211243,0.0012600000000002,64.58582796087839,1.0,-1.4056622676927333,0.1111111111111111,0.8888888888888888,0.6523237639757806
0x2bb371b3fa1d633cdc568df2351dd7c7b91ae3f5,1,386.4,35.85,709.05,8,0.01345344,5.6,1.79071579,16.11568611,16.11568611,10,16.11644211,0.000756,33.44554817601616,3.716172019557351,5.568399286159705e-07,0.0007560000000026,325.03963622627504,1.0,-1.599460515200538,0.1,0.9,0.62
0x710d92c2265204517d5804fa006860bb921269ad,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,29.214403263806563,1.8259002039879104,0.0018587329351576,0.006416986193436,120.45717069675293,0.9411764705882352,-3.821896881522625,0.2941176470588235,0.7058823529411765,0.19375
0x3c05c77edebb87398f1dcc5b9bcdd5b56909b2d1,1,881.77,4.17,23837.0,7,0.018623938,4.0,0.771384188,0.0,11.59061843,34,5.399689313,-307.5470082,632.0867322379175,19.154143401149017,0.0003403172218868,-307.5470081631796,49752.405438599424,0.5,-0.84,0.7941176470588235,0.6470588235294118,0.0
0x1006f68abfe6ebd96d7a4f74f811713a6e52f3ea,1,6878.77,6080.14,39675.37,1,0.008,0.03,0.019,0.0,0.00838571,6,0.038,0.00445716,0.1244571601,0.02489143202,0.0341051085901501,0.0044571600999999,0.001876551714557,0.8333333333333334,-0.0167714199499999,0.6666666666666666,0.6666666666666666,0.0
0xef67efc45ab3a26fcff76c7884603d212c39b75a,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x09606ccb020d62eac18219d85f6d58c951b017fc,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xaCd51C7B76100b9563AFE4cE6D39994daF7aD153,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.000399,1.666799666666667,0.0333351065841042,9.999601,29.998404159201,1.0,1.2998803,0.0,1.0,2.4998005
0x093fad33c3ff3534428fd18126235e1e44fa0d19,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0158730158730158,0.0,1.0,1.0,0.0
0xDc5B0E523D613f7188312eFa1951F02F749d4394,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xe092736575cbb59ac4d1c4fa52ac0e5cbc70aa72,1,5776.83,775.47,32839.87,19,0.1,2.0,0.4065,0.699016582,2.709308733,23,8.13,0.002073801,27.15683581641676,1.2344016280189434,0.0007960281366752,0.0020738010254859,37.68711006284269,0.5217391304347826,-0.5392132652258206,0.1304347826086956,0.8695652173913043,0.2
0x47d9dA6e6270De282a673A7536d9313E46E74576,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.5728275604464863,0.5242758534821622,0.0001765926521278,3.2581835847767566,5.118552796034063,1.0,0.0294025453437297,0.0,1.0,0.8145324549999999
0x7877dd942292a3dde96c8dfde5645e6a4fc2a746,1,8155.84,2086.13,95972.67,3,0.057,0.47072,0.230433785,0.012995792,0.06119972,14,0.691301355,0.018104437,1.5074315868614254,0.1159562759124173,0.7043524250998238,0.0181044374699066,0.3525737531233269,1.0,-0.0689721797280028,0.7857142857142857,0.2142857142857142,-0.0321323402525674
0xeab52a23b08d141378546fa309f8a4db113c01aa,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xb2fa335594d7a7e5cf9ecc5282b151171662c029,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xcb5efddbea13b2419314a0452ff92207d3b38097,1,660.82,151.11,35052.65,132,0.0,0.45,0.175210033,0.149612237,1.771605054,178,28.3840254,0.038344531,67.86176961790503,0.3833998283497459,0.021007991354524,0.0383445312780765,82.54477882896525,0.1235955056179775,0.15,0.095505617977528,0.9101123595505618,0.15
0x540f8052ed4b8f3cc73ffc4421885f9c604856ea,1,13.79,333.12,8702.63,22,0.00392477,2.0750691,0.593553645,0.101944,4.96435392,29,15.43239476,0.539333,46.61644184089919,1.6648729228892567,0.0032263160531806,0.5393330000000002,154.71309120265406,0.7241379310344828,-0.0172489839999999,0.1034482758620689,0.896551724137931,0.495
0xdb29dc01828be7e7764888ca7e675b2b584ff262,1,70977.08,10.79,639203.73,38,0.006730154,5.0,1.33301912,0.0,5.631888889,47,50.65472657,-0.03227343,147.6404774758005,3.209575597300011,0.0009562166956599,-0.0322734297980434,2713.0328841210167,0.723404255319149,-0.03,0.1914893617021276,0.851063829787234,0.43563948
0x2c06857C5C721f173347730c388Ef07530b26556,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.956966039999999,0.991393208,6.177521404425253e-05,5.052491405270097,9.334358264209897,0.8333333333333334,0.0179406013175244,0.0,1.0,0.6375065813175244
0x26a40e8dbdb0dee17d7036fcc0a2ae3fecf4800d,1,2111.65,4906.95,621645.1,6,0.032,2.7481639,0.3865955966261642,0.0,0.0855306079693631,256,11.21127230215876,-8.204175706886666,58.2723976347074,0.2267408468276552,0.3626892578722736,-8.217220639499132,28.47999951847464,0.2674418604651162,-0.2232352717891998,0.8875968992248062,0.8372093023255814,0.0
0x2073d860b9b9e19f4d20eb0fe741fb5fe7fe6bb0,1,2.56,1252.89,58980.55,43,0.0186609045641079,30.64234047138936,5.857925668184007,0.0184645545641079,7.440473449750898,84,275.3225064046483,0.024988763865093,1054.7048238165632,12.12304395191452,0.244048920405485,0.0254846963278581,7041.048816272676,0.9886363636363636,-9.97757371211674,0.4431818181818182,0.5568181818181818,0.0276748659849998
0xbceaa0040764009fdcff407e82ad1f06465fd2c4,1,153874.82,0.0,307749.63,1,25533.6143287584,25533.6143287584,25533.6143287584,100.0,12766.8069543792,3,25533.6143287584,0.00042,50967.2282375168,25483.6141187584,0.5019581810965003,0.0004199999966658,1298844177.149565,1.0,-20366.89112700672,0.6666666666666666,0.3333333333333333,-100.0
