Address,FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received ,avg val received,min val sent,max val sent,avg val sent,avg value sent to contract,total transactions (including tnx to create contract,total ether received,total ether balance
0x747e6ec6e82ba72b9e7543a5ae68124131e5fbec,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x5a00e1496e19bd2984abe043d6681655e11d3d00,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x3709066f0b665a458bae216996e58e39eaa4329c,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x75ef5d2f364a605aaf4358f0336532414b97b1b0,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x64bcd7c984c269aa92f7357f7991c32fc0f937d8,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x2321f6993600859eb1be90f423cabd5bd243fc5a,1,409.98,59.32,12135.72,0,2,29,4.997,7.149275,6.0731375,0.0,1.215018,0.4031052793333333,,32,12.146275,0.05311662
0x42def7491f2f80d478529eb0ae643e86b67f8f77,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xaebb072f0d6a85e2ce7a56a9912cfecc118d9917,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xdB543F5Bd65Ec311dc4b27b1F9865b2FB370a17d,1,0.0,668.8,38790.58,0,23,0,0.0,9.1,0.317811300919269,,,,,59,18.750866754236878,18.750866754236878
0x1cbf0fe18f936d6b6e721341c63a7dec833c0db4,1,0.0,0.0,0.0,0,1,0,0.015,0.015,0.015,,,,,1,0.015,0.015
0x0d4ef858c7f4e60021b42124160f2426e1597dc3,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xd98849664d9fc4073041dc632044794d1e6f1a8b,1,1295.48,91835.69,459178.43,0,6,2,9e-05,5.0,2.341049195,2.999475,11.03113767,7.015306335,,8,14.04629517,0.0156825
0x59f698abe43d2a9eccb2e93e4083c35e8bb34363,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xfa76374a94998d7343f5cdd0dfdc67e0c01d0471,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x613114d86a7cf2fbee00d1bf9d747052ca06763e,1,240339.81,330704.77,1110168.15,0,3,5,0.2904860449197154,0.58282048,0.4249417783065718,0.0,0.641290678,0.2917099356,,8,1.2748253349197154,-0.1837243430802845
0x472fbf5ad1b3a2aad3976e4c1c8c087a343f3e9c,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xe84774afe41f7d76188cc78605d50fbd677fa1d3,1,33313.82,12119.42,133326.17,0,12,5,0.0,2.0,0.4308468908329255,0.00294392,4.660036689995107,1.1525667219990214,,17,5.170162689995107,-0.59267092
0x9a8f9ce80390d030a3b26fc6f09b807f7b76110f,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x9d9e3b1f8762d383b907428fe2982fe62a7a8022,1,1393.65,90924.24,454621.2,0,6,2,0.015,60.0,15.850249583333332,10.92006649,84.16593646,47.543001475,,8,95.1014975,0.01549455
0xdb2387e1f6b6ff6df446c7171f533feb403433c9,1,1.32,113.18,163163.43,0,2,2,0.0065098,0.98689364,0.49670172,0.0,0.9,0.33047473,,5,0.99340344,0.00197925
0xd59778e84e8cafee320983f410c9b74529ee9f72,1,0.0,0.0,0.0,0,1,0,0.015,0.015,0.015,,,,,1,0.015,0.015
0xf49c37176d79865a38d94fcc7ae2e148c6f2bc87,1,7258.48,7528.74,31485.98,0,3,2,0.017,0.9540075,0.245051994,0.0,0.973299365,0.244721367,,10,1.22525997,0.001653135
0x7031195936cfa10318c33fb6f52b6bfa95e338da,1,548.98,1828.1,5490.87,0,2,10,0.51667295,59.07283026085425,17.575702347713566,0.0,82.0375087971173,7.464567448014332,,15,70.30280939085425,-11.807432537303388
0xf7b7fb25b2746814bad7b25587b6a8c0bee6df6f,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xd0c50c8d499967a15fcbbb23e0b9f58b8358f329,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x444381cf371c588df43a8d2265c2a883bd6445ba,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xb15882a04e840946cb12b41bd070dfe7b1486f93,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x62ade167ca4632255498550ee748ea24013695b3,1,35627.59,0.0,446088.07,0,1,7,0.02837603,0.02837603,0.02837603,0.0,10.0,1.686875,,9,0.02837603,-13.46662397
0x2a226ff47f726180c172b31683318dda5509771a,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x65a27722ef037eb23fb85f50852c849de79dd219,1,0.0,0.0,0.0,0,1,0,0.015,0.015,0.015,,,,,1,0.015,0.015
0x28f4c90197238494d309446c277b2ca93646e88b,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xe2415ca9a072c5fca34115f03d2e311fb52cd7e8,1,329.07,18.44,1351.47,0,3,2,0.0005271019969157,4.0,1.4031281129915183,0.0,5.60289883,1.1214832519932147,,9,5.612512451966073,0.005096192
0xc9465ce086cefa466542036594c3be4dfc2790d7,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x9b26f73a3a029cd5f4dbea70d9ef178323b7e060,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xf214eac4f122cbb4c2becf302c57499364882b2c,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x12962ddd4005a0b20125c7380f28bb4589fa0328,1,4687.39,947.26,278102.65,0,19,60,0.001,5.22962822,0.9394414162161436,0.006798,10.0,0.2969906816666666,,79,17.849386908106727,0.0299460081067292
0x308bf26872d8b07bb1559d0908c7683e65d61d5c,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x38b0d053d47c3d734c9491f61b48b90ea5e70fea,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x4deb56b40298ef0e02ba19f0dfa8cc83873f5267,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xc2b25d3fd72293c3d5572c749cb8d3213ad9c6ba,1,2806.74,1203.31,151596.78,1,113,9,0.0,0.1,0.0155045817690536,0.0,0.7343284070077452,0.0356212423520481,0.0,179,1.9225681393626488,-0.03660019
0xdFF06e603dE64027Cf0A6BD602ca0FA0D88855CD,1,0.0,24677.09,296125.08,0,9,0,2.0,199.999958,30.76922753846154,,,,,13,399.999958,399.999958
0x2ad8c6ff0f46dfe296066b1643afc04189b4b142,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x412810e8f4c2a46804ad9acee2de28eebca4dfb0,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xbe2cd7e5a3fbc9855bf501a608d0fd5791293119,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xb7686c343be859d7875f8d6bb7c228858e229b8d,1,2557.71,972.82,247146.57,0,168,46,0.0,1.09,0.1276349448268907,0.0056671477815766,1.83958,0.3499907558601824,,349,32.546910930857145,-0.35222012
0x7b74bafa83f5f251b41ecd9b626ae66acee65cc2,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x509d0e1600b0723216afc6fbdf58ad779b41e09a,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x949d820a68121c5a37429193f7a51aa0e0161ab4,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x499068f2b6958a9f570e9ec49e2ececa147f65e1,1,5006.42,10549.77,210998.08,0,20,38,0.0131271224144747,31.63357321,4.977797728119794,0.0,40.0,3.977409526744186,,64,104.53375229051566,-66.49485735948434
0x968031c8f88cc76a9acdde4809a1368b951f122e,1,250.78,1896.71,15772.35,0,5,14,0.35996138,14.785201778653368,4.53198507561897,0.0,17.1,1.5753744176778468,,31,36.25588060495176,0.022268998361288
0x8fc07640bcc475aebc70fd8d3580dadfcbb51f74,1,12453.87,322.07,266165.55,0,257,17,0.0,65.03480036799999,1.465949087277491,0.0,249.0,20.592310558802847,,316,432.45498074685975,0.016459012
0xd852dd6ac9655fa4833d0ec09a6e3d4a44054870,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x022154d3816a1252ed0e68c98838694bfcd98be8,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xf85b886d39daa1e674fada50411c6dd7bd7fb14b,1,0.0,0.0,0.0,0,1,0,0.00049,0.00049,0.00049,,,,,1,0.00049,0.00049
0xbedeb206e7b018d8177ef83b374709e277d6ddb9,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x68aeb47c7cc58b3bfb86c88b4e77ccd3dc269ff8,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x608c6f2d1c4531254d296dea32fbf981ce1f2ee7,1,39350.27,59905.12,1101811.0,0,7,2,0.00098,1.005,0.4065569934615384,0.0,1.634022316,0.1799135148620689,,42,5.285240915,0.067748984
0x9ce3f3539f400ba84bd951eb57bc788af730c628,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xc75dd862e11253b3c945220fbfa3c52e78dc0b73,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x77542dc357745aabaf7e69b97d55c24e563f2800,1,442.43,0.0,2677.02,0,1,4,0.008083488,0.008083488,0.008083488,0.0,1.862,0.5736533862605903,,8,0.008083488,-4.007490215824132
0xa66e7cd67b09a63e0f99bb3522be38e5d511d6fb,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xd754b5bf41b84bcb49cb952f858318640abc60e0,1,2777.55,461.03,25681.07,0,35,5,0.0,20.64781071011963,2.025647705915735,0.0,40.44855294254513,8.304727276254514,,51,83.05155594254514,0.00428318
0x97978862f7b98ddaf2778c71d49a63a69db6921e,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x95a85a9e13c096bda41ce0cdf271885698142bd5,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xbe33aa645f0cd4bdc2c763faa4ece9b5a6455bbf,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x9ac875126f733c3e8b58d1f9a14eeb38facda757,1,868.87,694.81,7522.68,1,9,3,0.0,1.0,0.1401001194685023,0.0,1.386844527885023,0.1981206468407175,0.0,17,1.401001194685023,0.0141566668
0x3dd5583f3c279d9a3db52252b216d7f3f27e8880,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xca8acc281e66b29b073b281b5b15f0a6d8d19c17,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xc31f6a5d3399b32218798aabade62f1cfff674c1,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x8328279baa90debe686b29a2948c7fa636cfcd2a,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xa3b514d5050bfda56ffe5828d6ee9d26c5161bcf,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x0e34ddd9e27b21c1ed612cc365c42bcd6a7a33b0,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xdd52cd02e383b7193426f1626bb9c33110af2148,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x83ee561b2abd000ff00d6ca22f38b29d4a760d4d,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x389045fa0de32b991fc6138acc12d20f44b0020c,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xa932adac459c11acd3410311aab20f377a5f28e3,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xd67e205a5b7a5d82b86afbc59f67f74a878d1e68,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x46de1a9df7fb7c8bdd3a5eb84789c1770975cc78,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x63977ff2eeb3299ff3c7774c2dba40a59dd1954f,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x95cefd76a0c342c1130770d4db010926c5e5ad03,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x7a287f96bf93f478626db0a5e67a24678e390ecf,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x00e8b95224298d3a9d14f4982b56f53275431f57,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x589c31cfc70994cced4bde6325b5cce166b7caaf,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x119240Ef17333E8DCB19A0DD4f5fC848981b0Ff4,1,0.0,1308.03,31392.68,0,24,0,0.02,22.725938,3.4930162072876,,,,,25,87.32540518219,87.32540518219
0xc51d701b7e392d32a11f7b86b3fc144fb12abc55,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xddebf00fbc27f7baf0bef3fa3665473eec46bc63,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xae65bf5bb67a7ca149e92a642fc61a72448ec292,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xf76cb4b90bf22608ed667f8b2333d7d87f12c8fb,1,9755.78,3074.55,29466.6,0,2,4,0.000203,0.02735339,0.013778195,0.0,3.186,0.7965,,6,0.02755639,-3.15844361
0x67965a9af69dd4fa9d6a60ff55d5bac6e453e0a8,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x961834dfed8a283260a29315a460c86517ffaa8a,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x0f85f56b4b89d66e18656337f0e7c98499348302,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x30dd4b66f6023e5896c066f82dc7628740a5aee3,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x8111bae586883ff07fb7b2c0702c3e95bf03316c,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xc4b3549c236da61e6739f705775021a2ffee857c,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x11E10485A869018FFA4bA093e4AF2B461a4E4697,1,0.0,828.79,93653.05,0,66,0,0.0,307.2,2.845630601484602,,,,,114,324.40188856924465,324.40188856924465
0x56f905ce852acbf644c79f732671f62c0fc2e519,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x1f627eed155c3d55e32ec15bfb82b2a5040abc96,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x7fa93cd2c95a3f93c8a20d3f2d1825f9f14c81c2,1,16619.2,6994.73,1412956.7,0,148,47,1e-05,3.20450737,0.0413774719703727,0.0,3.20253337,0.1305230584411996,,289,8.39962680998566,-2.825356215957506
0x2c25484678beffa8ce2bec715f830dbcf40cfb35,1,360.3,8801.64,26404.92,0,4,4,0.000250112909428,20.5,6.704230642977357,0.001,26.59891405720925,5.36316281144185,,9,26.816922571909426,0.001108514700178
0xbd04997b5745b19fbaa3044021cbb2fa336c2f61,1,64717.63,133.29,65613.5,0,14,2,0.04964138,6.82305135,2.1089523789285685,13.03273943,16.4917954,14.762267415,,16,29.52533330499996,0.000798474999958
0xbb8e57ffb8c9d6fe5707ff708d4dc85e9d28d61b,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x6aab4345110ad9b151bf1ad604c723b29612ea7b,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xbfdf85206d9a634b71fedb8b77bc4d9dd9c4751b,1,2278.0,538.0,11923.58,0,7,4,2.9846872,29.3754166332,7.26143922915,2.37241019,15.0312495472,11.61810536632,,13,58.0915138332,0.0009870016
0x7bd53c462ac3ecfcab4fbfa20711784bb436c2cb,1,14103.37,11535.52,19543.43,0,2,2,1.3876463235895,2.1969769,1.79231161179475,0.3,3.2843995735895,1.79219978679475,,4,3.5846232235895,0.00022365
0xa8c1eafe28d48608161f545dc22a805fe772a056,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x0a5650aba6473c48898f3d9366b52c21a4eec37b,1,5988.05,86.19,305492.32,0,47,52,0.018495848,66.0,4.774161193836512,0.0,276.3,5.326245662368787,,110,276.90134924251765,-0.063425200659269
0xB2AC8e363eA34201df532A01522a006fCAa389Ee,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x3e4af2751b931d5e697ff274f18e823fed351b8e,1,109881.54,0.0,329696.92,0,1,4,3.09973692,3.09973692,3.09973692,0.21994668,1.5,0.774535755,,5,3.09973692,0.0015939
0x73c5a642d0ac80d4033f6782d42bb377d4eee2fc,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x980f5a6eb12b876beab1e9a5720d73a2416dc237,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x6485e2e2a62b8b1c9c88476ec8bb2a03a2b70e3c,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x672215a018b8151c355591a4a15b8be240539bcc,1,13847.07,41599.83,41605.78,0,1,3,0.00539613,0.02,0.012698065,0.0,0.0190462771489948,0.0055740491622487,,6,0.02539613,0.0030999333510051
0xdd9a314aca28a44ec99dbb6962a47b33c6112406,1,18464.37,27363.44,523963.28,0,17,19,0.0015,6.019204524382306,0.8763061959146909,0.0,3.90200011616419,0.6902938362225355,,49,17.52612391829382,-2.492397332159711
0xd93ed2f2acfd0e7d3df633533dbc4652db923d87,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x022477f348a8b75b35fc8cf055d3b3d8a577f514,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xe96dc06acce83e39710bff94711c3f2b7e8a6718,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x9e4e6cfd41adde2ec74b6a45c7bdd547189850d0,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x9a7D1E821563dDDeeB83DDBBb50D8293753c7A2A,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x8e6a74fdf25fa674890a7cd96448491a5247f33f,1,22969.65,4.72,25302.68,0,4,2,0.0002,1.1,0.4191570075,0.6,1.07616182999265,0.838080914996325,,6,1.67662803,0.00046620000735
0x8ac31fe1c6f5d1a65287379267b2d10e2d6bc52f,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x2df0dab68d148c53b9b1666f8dc044680860d2e7,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x327c697c7c736964be8329fcb89de911989e4cb0,1,65647.84,0.0,481883.87,0,1,8,0.04118384,0.04118384,0.04118384,0.0,5.5579,0.6947375,,9,0.04118384,-5.51671616
0xd1429f893ad958c1a452d9bb91648ec1a82c56a9,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x47b24b63c9cf3fd57dc96aab6b8b46e4c5b74008,1,12052.08,6593.04,73193.58,0,9,3,0.0,3.97756332,0.937632116,0.0,9.36613216,1.5617221051666668,,16,9.37632116,0.005988529
0xf269ebedcc1f430c4e487bd6218c33e86616f99c,1,86421.63,377.2,94532.0,0,23,2,0.00103637,4.4,1.3642844733652173,0.7622708874,30.6156,15.6889354437,,25,31.3785428874,0.000672
0x93297b6c882a3bc1bfb1f6ee0e56295606e443ff,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x7f0dd36f14f21a10f560caa3d7567f483613baaf,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x60c06b0588b93557258fd0cbe23eefe259a5ead3,1,465.0,356.24,1296.03,0,4,2,1.0,12.617737,4.1924634275,0.174802,0.998404,0.586603,,6,16.76985371,15.59664771
0xAC3800002e45eD2e1a55dEDfA2acA137F6DBA61e,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x7af1d63d4f97f82ef6c1957bc579e3be67b25470,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xc99196b2dfe705fc7200f3a942803f8fb03898ab,1,0.0,37.29,369.17,0,6,1,0.72669266,10.0,4.063740191666667,0.8,0.8,0.8,,7,24.38244115,23.58244115
0xa1a76daf52733ba9002d74f767196f1eb337d219,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x646f6e00f62a0bfa8f3050eb7715a57c551c0c56,1,3388.0,0.0,21313.7,0,1,7,0.5,0.5,0.5,0.02064,0.05618,0.0337172857142857,,8,0.5,0.263979
0xa11bde49514da9215b0b26ce5f0e65c45c8632cb,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xd1a64a4486dbedc49b4c361e6aab35a3c6d2a796,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x6faa99b46f56ddfc03d68463551d3c4fff33e9a9,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xb8258bbbce4d987bf98c5df92775ffc3def94702,1,0.0,506281.48,506281.48,0,2,1,0.015,0.1991920510218349,0.1070960255109174,0.1971130510218349,0.1971130510218349,0.197113051021835,,3,0.2141920510218349,0.017079
0x55e22446d5e72f76532d10aa887842387e03920c,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xb2fa335594d7a7e5cf9ecc5282b151171662c029,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x9BA3833FB2d7A37a4DCF2f58C3F43ED7e397A45a,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x5aa66d34a811cb6421d84026705d5de5b6519bb4,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xcff2768ae34144cc2a0731707d349e55d39451e4,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0xd99eb63c5379f099d1642b2bac5a3e71721287c4,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x8e80556f11b8b96e99371c8f8abdf85b50063356,1,0.0,0.0,517161.1,0,1,1,0.015,0.015,0.015,3.00974619,3.00974619,3.00974619,,2,0.015,-2.99474619
0x2627d332d0dea9140b43cb5dc102effdf16ce9a6,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x45f376a47296d659f3dec8f435f35c825d47ea23,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x91c5045dbed2066c8e68dd023329f6885a6540b0,1,222.61,80.42,1562.08,0,2,2,0.004,0.0132721,0.00863605,0.0,0.0,0.0,,10,0.0172721,0.0172721
0xb197af2df029e3367316adbea2f871fdb011ccca,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x2196c848b8b51a90e8e12d3a18fd5741f4202301,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0x02058ffc151cfb538df97c9ffbbfd0319570f091,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
