,blockNumber,timeStamp,hash,nonce,blockHash,transactionIndex,from,to,value,gas,gasPrice,isError,txreceipt_status,input,contractAddress,cumulativeGasUsed,gasUsed,confirmations,methodId,functionName,eth value,txn type,AccountId
0,6671362,1541753072,0x3ba8ff42de40a95350cd485e085e244d8a5ed85d1f7243455b3731750943f270,0,0xe4d0e4a88cc9c68435653b5d92478b62c4178bc4effd5f3e55a195c1c3e5342f,42,0x69627dad496db160a81bed9e27ce2da67c3242bd,0x6799b40b32f34c928aad6d2104c4a05ff617640d,100000000000000000000,21000,41000000000,0,1,0x,,1760850,21000,9302174,0x,,100,received,0x6799b40b32f34c928aad6d2104c4a05ff617640d
1,6671370,1541753167,0x615ce96ae693d176802be441888f52fd2245c7fcc02807cec9f6d6f43810e5a0,0,0x2a15e0f04361a25b2393ac41d0cdcce0df01e2a0a0f72f815502bf7557cfb522,92,0x6799b40b32f34c928aad6d2104c4a05ff617640d,0x007174732705604bbbf77038332dc52fd5a5000c,99999748000000000000,21000,12000000000,0,1,0x,,3875333,21000,9302166,0x,,99.999748,sent,0x6799b40b32f34c928aad6d2104c4a05ff617640d
